,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,n_position,is_confliction
0,1,3,3,1,43,1,8,77.75395,2,move,rd,5,"[2, 2]",False
1,2,3,3,1,43,1,4,77.75395,2,move,z,2,"[8, 7]",False
0,1,3,3,1,43,2,8,77.42074999999998,2,move,rd,5,"[3, 3]",False
1,2,3,3,1,43,2,4,77.42074999999998,2,move,z,2,"[8, 7]",False
0,1,3,3,1,43,3,8,17.170800000000003,2,move,rd,5,"[4, 4]",False
1,2,3,3,1,43,3,8,17.170800000000003,2,move,rd,5,"[9, 8]",False
0,1,3,3,1,43,4,8,53.09930000000001,2,move,rd,5,"[5, 5]",False
1,2,3,3,1,43,4,8,53.09930000000001,2,move,rd,1,"[10, 9]",False
0,1,3,3,1,43,5,8,23.800050000000006,2,move,rd,5,"[6, 6]",False
1,2,3,3,1,43,5,8,23.800050000000006,2,move,rd,1,"[10, 9]",False
0,1,3,3,1,43,6,8,52.83549999999998,2,move,rd,5,"[7, 7]",False
1,2,3,3,1,43,6,8,52.83549999999998,2,move,rd,1,"[10, 9]",False
