,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,9,10,1,45,1,11,0.20764999999999997,-0.333,remove,ru,2,"[8, 9]","[9, 8]",False,True
1,2,9,10,1,45,1,13,0.20764999999999997,-0.667,remove,r,2,"[1, 1]","[2, 1]",False,True
0,1,9,10,1,45,2,2,0.22274999999999995,-0.467,move,ru,5,"[8, 9]","[9, 8]",False,True
1,2,9,10,1,45,2,5,0.22274999999999995,0.033,move,r,5,"[1, 1]","[2, 1]",False,True
0,1,9,10,1,45,3,13,0.38305000000000006,0.25,remove,r,1,"[9, 8]","[10, 8]",False,True
1,2,9,10,1,45,3,12,0.38305000000000006,-0.167,remove,l,5,"[2, 1]","[1, 1]",False,True
0,1,9,10,1,45,4,1,0.28550000000000003,-0.65,move,u,5,"[9, 8]","[9, 7]",False,True
1,2,9,10,1,45,4,9,0.28550000000000003,0.083,remove,lu,2,"[2, 1]","[1, 0]",False,True
0,1,9,10,1,45,5,0,0.3138500000000001,-0.25,move,lu,5,"[9, 7]","[8, 6]",False,True
1,2,9,10,1,45,5,9,0.3138500000000001,-0.3,remove,lu,2,"[2, 1]","[1, 0]",False,True
0,1,9,10,1,45,6,16,0.28219999999999995,0.583,remove,rd,5,"[8, 6]","[9, 7]",False,True
1,2,9,10,1,45,6,14,0.28219999999999995,-0.55,remove,ld,2,"[2, 1]","[1, 2]",False,True
0,1,9,10,1,45,7,16,0.24049999999999994,0.0,remove,rd,2,"[8, 6]","[9, 7]",False,True
1,2,9,10,1,45,7,1,0.24049999999999994,0.033,move,u,5,"[2, 1]","[2, 0]",False,True
0,1,9,10,1,45,8,5,0.39955,-0.633,move,r,5,"[8, 6]","[9, 6]",False,True
1,2,9,10,1,45,8,15,0.39955,-0.167,remove,d,5,"[2, 0]","[2, 1]",False,True
0,1,9,10,1,45,9,8,0.3273,-0.083,move,rd,1,"[9, 6]","[10, 7]",False,True
1,2,9,10,1,45,9,9,0.3273,0.167,remove,lu,1,"[2, 0]","[1, -1]",False,True
0,1,9,10,1,45,10,8,0.25870000000000004,-0.9,move,rd,1,"[9, 6]","[10, 7]",False,True
1,2,9,10,1,45,10,8,0.25870000000000004,-0.4,move,rd,5,"[2, 0]","[3, 1]",False,True
0,1,9,10,1,45,11,0,0.29665,-0.067,move,lu,5,"[9, 6]","[8, 5]",False,True
1,2,9,10,1,45,11,3,0.29665,-0.167,move,l,5,"[3, 1]","[2, 1]",False,True
0,1,9,10,1,45,12,10,0.31020000000000003,0.25,remove,u,2,"[8, 5]","[8, 4]",False,True
1,2,9,10,1,45,12,1,0.31020000000000003,0.083,move,u,5,"[2, 1]","[2, 0]",False,True
0,1,9,10,1,45,13,4,0.568,0.117,move,z,5,"[8, 5]","[8, 5]",False,True
1,2,9,10,1,45,13,10,0.568,0.0,remove,u,1,"[2, 0]","[2, -1]",False,True
0,1,9,10,1,45,14,8,0.10734999999999999,-0.083,move,rd,5,"[8, 5]","[9, 6]",False,True
1,2,9,10,1,45,14,9,0.10734999999999999,-0.233,remove,lu,1,"[2, 0]","[1, -1]",False,True
0,1,9,10,1,45,15,8,0.07614999999999997,-0.167,move,rd,1,"[9, 6]","[10, 7]",False,True
1,2,9,10,1,45,15,5,0.07614999999999997,-0.9,move,r,5,"[2, 0]","[3, 0]",False,True
0,1,9,10,1,45,16,14,0.14195,-0.233,remove,ld,2,"[9, 6]","[8, 7]",False,True
1,2,9,10,1,45,16,8,0.14195,0.25,move,rd,5,"[3, 0]","[4, 1]",False,True
0,1,9,10,1,45,17,7,0.13959999999999997,-0.633,move,d,5,"[9, 6]","[9, 7]",False,True
1,2,9,10,1,45,17,8,0.13959999999999997,0.0,move,rd,5,"[4, 1]","[5, 2]",False,True
0,1,9,10,1,45,18,5,0.17984999999999998,-0.5,move,r,1,"[9, 7]","[10, 7]",False,True
1,2,9,10,1,45,18,8,0.17984999999999998,0.417,move,rd,5,"[5, 2]","[6, 3]",False,True
0,1,9,10,1,45,19,15,0.15840000000000004,0.6,remove,d,5,"[9, 7]","[9, 8]",False,True
1,2,9,10,1,45,19,4,0.15840000000000004,-0.333,move,z,5,"[6, 3]","[6, 3]",False,True
0,1,9,10,1,45,20,0,0.11669999999999998,-0.667,move,lu,5,"[9, 7]","[8, 6]",False,True
1,2,9,10,1,45,20,13,0.11669999999999998,0.667,remove,r,2,"[6, 3]","[7, 3]",False,True
0,1,9,10,1,45,21,5,0.23145000000000002,0.083,move,r,5,"[8, 6]","[9, 6]",False,True
1,2,9,10,1,45,21,0,0.23145000000000002,-0.883,move,lu,5,"[6, 3]","[5, 2]",False,True
0,1,9,10,1,45,22,8,0.23609999999999998,0.667,move,rd,1,"[9, 6]","[10, 7]",False,True
1,2,9,10,1,45,22,3,0.23609999999999998,0.917,move,l,5,"[5, 2]","[4, 2]",False,True
0,1,9,10,1,45,23,3,0.2212,-0.983,move,l,5,"[9, 6]","[8, 6]",False,True
1,2,9,10,1,45,23,4,0.2212,-0.917,move,z,5,"[4, 2]","[4, 2]",False,True
0,1,9,10,1,45,24,13,0.27804999999999996,0.333,remove,r,5,"[8, 6]","[9, 6]",False,True
1,2,9,10,1,45,24,0,0.27804999999999996,-0.417,move,lu,5,"[4, 2]","[3, 1]",False,True
0,1,9,10,1,45,25,16,0.2772,-0.583,remove,rd,5,"[8, 6]","[9, 7]",False,True
1,2,9,10,1,45,25,0,0.2772,1.0,move,lu,5,"[3, 1]","[2, 0]",False,True
0,1,9,10,1,45,26,10,0.37105,0.417,remove,u,5,"[8, 6]","[8, 5]",False,True
1,2,9,10,1,45,26,7,0.37105,-1.083,move,d,5,"[2, 0]","[2, 1]",False,True
0,1,9,10,1,45,27,10,0.31855000000000006,0.083,remove,u,2,"[8, 6]","[8, 5]",False,True
1,2,9,10,1,45,27,8,0.31855000000000006,-0.167,move,rd,5,"[2, 1]","[3, 2]",False,True
0,1,9,10,1,45,28,16,0.34065,-0.467,remove,rd,2,"[8, 6]","[9, 7]",False,True
1,2,9,10,1,45,28,14,0.34065,0.667,remove,ld,2,"[3, 2]","[2, 3]",False,True
0,1,9,10,1,45,29,14,0.22965,-0.383,remove,ld,2,"[8, 6]","[7, 7]",False,True
1,2,9,10,1,45,29,3,0.22965,-0.383,move,l,5,"[3, 2]","[2, 2]",False,True
