,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,31,100,1,31,1,1,0.36605000000000004,-0.417,move,u,5,"[7, 6]","[7, 5]",False,True
1,2,31,100,1,31,1,1,0.36605000000000004,-0.333,move,u,5,"[1, 1]","[1, 0]",False,True
0,1,31,100,1,31,2,1,0.28969999999999996,0.0,move,u,5,"[7, 5]","[7, 4]",False,True
1,2,31,100,1,31,2,10,0.28969999999999996,-0.25,remove,u,1,"[1, 0]","[1, -1]",False,True
0,1,31,100,1,31,3,10,0.23815000000000003,0.083,remove,u,2,"[7, 4]","[7, 3]",False,True
1,2,31,100,1,31,3,1,0.23815000000000003,-0.483,move,u,1,"[1, 0]","[1, -1]",False,True
0,1,31,100,1,31,4,0,0.23760000000000003,-0.55,move,lu,5,"[7, 4]","[6, 3]",False,True
1,2,31,100,1,31,4,15,0.23760000000000003,-0.15,remove,d,5,"[1, 0]","[1, 1]",False,True
0,1,31,100,1,31,5,14,0.3806,0.25,remove,ld,2,"[6, 3]","[5, 4]",False,True
1,2,31,100,1,31,5,1,0.3806,0.0,move,u,1,"[1, 0]","[1, -1]",False,True
0,1,31,100,1,31,6,8,0.52655,-0.383,move,rd,5,"[6, 3]","[7, 4]",False,True
1,2,31,100,1,31,6,1,0.52655,-0.483,move,u,1,"[1, 0]","[1, -1]",False,True
0,1,31,100,1,31,7,5,0.2733,-0.25,move,r,5,"[7, 4]","[8, 4]",False,True
1,2,31,100,1,31,7,13,0.2733,-0.233,remove,r,2,"[1, 0]","[2, 0]",False,True
0,1,31,100,1,31,8,5,0.24714999999999998,0.583,move,r,1,"[8, 4]","[9, 4]",False,True
1,2,31,100,1,31,8,8,0.24714999999999998,-0.55,move,rd,5,"[1, 0]","[2, 1]",False,True
0,1,31,100,1,31,9,10,0.2427,-0.483,remove,u,2,"[8, 4]","[8, 3]",False,True
1,2,31,100,1,31,9,3,0.2427,0.167,move,l,5,"[2, 1]","[1, 1]",False,True
0,1,31,100,1,31,10,2,0.21354999999999996,-0.633,move,ru,1,"[8, 4]","[9, 3]",False,True
1,2,31,100,1,31,10,1,0.21354999999999996,0.0,move,u,5,"[1, 1]","[1, 0]",False,True
0,1,31,100,1,31,11,4,0.18985000000000002,0.183,move,z,5,"[8, 4]","[8, 4]",False,True
1,2,31,100,1,31,11,8,0.18985000000000002,-0.25,move,rd,5,"[1, 0]","[2, 1]",False,True
0,1,31,100,1,31,12,1,0.06919999999999998,-0.25,move,u,5,"[8, 4]","[8, 3]",False,True
1,2,31,100,1,31,12,16,0.06919999999999998,0.333,remove,rd,2,"[2, 1]","[3, 2]",False,True
0,1,31,100,1,31,13,1,0.07889999999999998,-0.667,move,u,5,"[8, 3]","[8, 2]",False,True
1,2,31,100,1,31,13,1,0.07889999999999998,-0.217,move,u,5,"[2, 1]","[2, 0]",False,True
0,1,31,100,1,31,14,5,0.10164999999999999,0.417,move,r,1,"[8, 2]","[9, 2]",False,True
1,2,31,100,1,31,14,4,0.10164999999999999,-0.5,move,z,5,"[2, 0]","[2, 0]",False,True
0,1,31,100,1,31,15,1,0.21685000000000004,-0.733,move,u,5,"[8, 2]","[8, 1]",False,True
1,2,31,100,1,31,15,15,0.21685000000000004,0.333,remove,d,5,"[2, 0]","[2, 1]",False,True
0,1,31,100,1,31,16,14,0.11165,-0.167,remove,ld,2,"[8, 1]","[7, 2]",False,True
1,2,31,100,1,31,16,1,0.11165,0.333,move,u,1,"[2, 0]","[2, -1]",False,True
0,1,31,100,1,31,17,1,0.30224999999999996,0.367,move,u,5,"[8, 1]","[8, 0]",False,True
1,2,31,100,1,31,17,1,0.30224999999999996,-0.567,move,u,1,"[2, 0]","[2, -1]",False,True
0,1,31,100,1,31,18,14,0.092,0.417,remove,ld,2,"[8, 0]","[7, 1]",False,True
1,2,31,100,1,31,18,7,0.092,-0.317,move,d,5,"[2, 0]","[2, 1]",False,True
0,1,31,100,1,31,19,1,0.38455,-1.217,move,u,1,"[8, 0]","[8, -1]",False,True
1,2,31,100,1,31,19,11,0.38455,0.0,remove,ru,2,"[2, 1]","[3, 0]",False,True
0,1,31,100,1,31,20,0,0.1376,0.683,move,lu,1,"[8, 0]","[7, -1]",False,True
1,2,31,100,1,31,20,1,0.1376,-0.467,move,u,5,"[2, 1]","[2, 0]",False,True
0,1,31,100,1,31,21,13,0.2131,-1.15,remove,r,1,"[8, 0]","[9, 0]",False,True
1,2,31,100,1,31,21,1,0.2131,0.0,move,u,1,"[2, 0]","[2, -1]",False,True
0,1,31,100,1,31,22,10,0.16529999999999997,0.267,remove,u,1,"[8, 0]","[8, -1]",False,True
1,2,31,100,1,31,22,1,0.16529999999999997,-0.067,move,u,1,"[2, 0]","[2, -1]",False,True
0,1,31,100,1,31,23,3,0.30115000000000003,-1.233,move,l,5,"[8, 0]","[7, 0]",False,True
1,2,31,100,1,31,23,14,0.30115000000000003,-1.067,remove,ld,5,"[2, 0]","[1, 1]",False,True
0,1,31,100,1,31,24,10,0.71245,-0.917,remove,u,1,"[7, 0]","[7, -1]",False,True
1,2,31,100,1,31,24,12,0.71245,0.333,remove,l,5,"[2, 0]","[1, 0]",False,True
0,1,31,100,1,31,25,3,0.39594999999999997,0.433,move,l,5,"[7, 0]","[6, 0]",False,True
1,2,31,100,1,31,25,1,0.39594999999999997,-0.167,move,u,1,"[2, 0]","[2, -1]",False,True
0,1,31,100,1,31,26,6,0.5743,0.25,move,ld,5,"[6, 0]","[5, 1]",False,True
1,2,31,100,1,31,26,13,0.5743,-0.15,remove,r,2,"[2, 0]","[3, 0]",False,True
0,1,31,100,1,31,27,16,0.20775000000000002,0.583,remove,rd,2,"[5, 1]","[6, 2]",False,True
1,2,31,100,1,31,27,0,0.20775000000000002,-0.55,move,lu,1,"[2, 0]","[1, -1]",False,True
0,1,31,100,1,31,28,11,0.5170999999999999,-0.55,remove,ru,5,"[5, 1]","[6, 0]",False,True
1,2,31,100,1,31,28,3,0.5170999999999999,-0.317,move,l,5,"[2, 0]","[1, 0]",False,True
0,1,31,100,1,31,29,6,0.5173000000000001,-0.083,move,ld,5,"[5, 1]","[4, 2]",False,True
1,2,31,100,1,31,29,1,0.5173000000000001,0.083,move,u,1,"[1, 0]","[1, -1]",False,True
0,1,31,100,1,31,30,8,0.4335,-0.333,move,rd,5,"[4, 2]","[5, 3]",False,True
1,2,31,100,1,31,30,11,0.4335,-0.4,remove,ru,1,"[1, 0]","[2, -1]",False,True
0,1,31,100,1,31,31,16,0.50765,-0.083,remove,rd,2,"[5, 3]","[6, 4]",False,True
1,2,31,100,1,31,31,6,0.50765,-0.567,move,ld,5,"[1, 0]","[0, 1]",False,True
0,1,31,100,2,32,1,1,0.4600000000000001,-0.333,move,u,5,"[5, 1]","[5, 0]",False,True
1,2,31,100,2,32,1,15,0.4600000000000001,-0.333,remove,d,2,"[2, 8]","[2, 9]",False,True
0,1,31,100,2,32,2,1,0.2593500000000001,0.083,move,u,1,"[5, 0]","[5, -1]",False,True
1,2,31,100,2,32,2,14,0.2593500000000001,-0.3,remove,ld,2,"[2, 8]","[1, 9]",False,True
0,1,31,100,2,32,3,1,0.1744,-0.65,move,u,1,"[5, 0]","[5, -1]",False,True
1,2,31,100,2,32,3,1,0.1744,-0.383,move,u,5,"[2, 8]","[2, 7]",False,True
0,1,31,100,2,32,4,0,0.22459999999999997,-0.233,move,lu,1,"[5, 0]","[4, -1]",False,True
1,2,31,100,2,32,4,14,0.22459999999999997,0.0,remove,ld,2,"[2, 7]","[1, 8]",False,True
0,1,31,100,2,32,5,11,0.2744000000000001,-0.567,remove,ru,1,"[5, 0]","[6, -1]",False,True
1,2,31,100,2,32,5,8,0.2744000000000001,-0.383,move,rd,5,"[2, 7]","[3, 8]",False,True
0,1,31,100,2,32,6,10,0.09240000000000001,-0.233,remove,u,1,"[5, 0]","[5, -1]",False,True
1,2,31,100,2,32,6,12,0.09240000000000001,0.167,remove,l,5,"[3, 8]","[2, 8]",False,True
0,1,31,100,2,32,7,16,0.07320000000000002,-0.733,remove,rd,2,"[5, 0]","[6, 1]",False,True
1,2,31,100,2,32,7,11,0.07320000000000002,-0.167,remove,ru,2,"[3, 8]","[4, 7]",False,True
0,1,31,100,2,32,8,6,0.0648,-0.217,move,ld,5,"[5, 0]","[4, 1]",False,True
1,2,31,100,2,32,8,1,0.0648,0.033,move,u,5,"[3, 8]","[3, 7]",False,True
0,1,31,100,2,32,9,8,0.08415,0.333,move,rd,5,"[4, 1]","[5, 2]",False,True
