,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,15,100,1,40,1,8,0.1008,-0.667,move,rd,5,"[2, 8]","[3, 9]",False,True
1,2,15,100,1,40,1,4,0.1008,-0.5,move,z,5,"[5, 1]","[5, 1]",False,True
0,1,15,100,1,40,2,0,0.4141500000000001,0.167,move,lu,5,"[3, 9]","[2, 8]",False,True
1,2,15,100,1,40,2,13,0.4141500000000001,0.0,remove,r,2,"[5, 1]","[6, 1]",False,True
0,1,15,100,1,40,3,2,0.12235000000000003,-0.083,move,ru,5,"[2, 8]","[3, 7]",False,True
1,2,15,100,1,40,3,11,0.12235000000000003,-0.133,remove,ru,2,"[5, 1]","[6, 0]",False,True
0,1,15,100,1,40,4,14,0.15499999999999997,0.5,remove,ld,5,"[3, 7]","[2, 8]",False,True
1,2,15,100,1,40,4,11,0.15499999999999997,-0.467,remove,ru,2,"[5, 1]","[6, 0]",False,True
0,1,15,100,1,40,5,7,0.13830000000000003,-0.75,move,d,5,"[3, 7]","[3, 8]",False,True
1,2,15,100,1,40,5,5,0.13830000000000003,-0.217,move,r,5,"[5, 1]","[6, 1]",False,True
0,1,15,100,1,40,6,14,0.2008,0.167,remove,ld,2,"[3, 8]","[2, 9]",False,True
1,2,15,100,1,40,6,2,0.2008,-0.167,move,ru,5,"[6, 1]","[7, 0]",False,True
0,1,15,100,1,40,7,1,0.24630000000000002,-0.05,move,u,5,"[3, 8]","[3, 7]",False,True
1,2,15,100,1,40,7,11,0.24630000000000002,0.083,remove,ru,1,"[7, 0]","[8, -1]",False,True
0,1,15,100,1,40,8,7,0.15375,-0.167,move,d,5,"[3, 7]","[3, 8]",False,True
1,2,15,100,1,40,8,16,0.15375,-0.15,remove,rd,1,"[7, 0]","[8, 1]",False,True
0,1,15,100,1,40,9,5,0.13795000000000002,0.417,move,r,5,"[3, 8]","[4, 8]",False,True
