,usrID,now_eval,num_epoch,now_epoch_n,num_turn,now_turn,calcAction,Loss,reward,do_motion,do_direction,is_possible,now_position,next_position,is_confliction,on_eps_zero
0,1,7,100,1,30,1,12,0.43445,-0.5,remove,l,2,"[7, 2]","[6, 2]",False,True
1,2,7,100,1,30,1,7,0.43445,-0.417,move,d,5,"[2, 8]","[2, 9]",False,True
0,1,7,100,1,30,2,14,0.32525,-0.217,remove,ld,2,"[7, 2]","[6, 3]",False,True
1,2,7,100,1,30,2,16,0.32525,0.0,remove,rd,2,"[2, 9]","[3, 10]",False,True
0,1,7,100,1,30,3,13,0.5243,-0.383,remove,r,2,"[7, 2]","[8, 2]",False,True
1,2,7,100,1,30,3,5,0.5243,-0.05,move,r,5,"[2, 9]","[3, 9]",False,True
0,1,7,100,1,30,4,16,0.32225000000000004,-0.217,remove,rd,2,"[7, 2]","[8, 3]",False,True
1,2,7,100,1,30,4,14,0.32225000000000004,-0.5,remove,ld,2,"[3, 9]","[2, 10]",False,True
0,1,7,100,1,30,5,15,0.30839999999999995,-0.217,remove,d,2,"[7, 2]","[7, 3]",False,True
1,2,7,100,1,30,5,7,0.30839999999999995,0.283,move,d,5,"[3, 9]","[3, 10]",False,True
0,1,7,100,1,30,6,12,0.2567500000000001,-0.3,remove,l,2,"[7, 2]","[6, 2]",False,True
1,2,7,100,1,30,6,1,0.2567500000000001,-0.083,move,u,5,"[3, 10]","[3, 9]",False,True
0,1,7,100,1,30,7,9,0.21304999999999996,-0.633,remove,lu,2,"[7, 2]","[6, 1]",False,True
1,2,7,100,1,30,7,14,0.21304999999999996,0.083,remove,ld,2,"[3, 9]","[2, 10]",False,True
0,1,7,100,1,30,8,10,0.14155,-0.133,remove,u,2,"[7, 2]","[7, 1]",False,True
1,2,7,100,1,30,8,0,0.14155,-0.717,move,lu,5,"[3, 9]","[2, 8]",False,True
0,1,7,100,1,30,9,8,0.15050000000000002,-0.3,move,rd,5,"[7, 2]","[8, 3]",False,True
1,2,7,100,1,30,9,14,0.15050000000000002,0.167,remove,ld,2,"[2, 8]","[1, 9]",False,True
0,1,7,100,1,30,10,16,0.1442,-0.167,remove,rd,2,"[8, 3]","[9, 4]",False,True
1,2,7,100,1,30,10,2,0.1442,-0.05,move,ru,5,"[2, 8]","[3, 7]",False,True
0,1,7,100,1,30,11,8,0.13135,-0.133,move,rd,5,"[8, 3]","[9, 4]",False,True
1,2,7,100,1,30,11,8,0.13135,-0.5,move,rd,5,"[3, 7]","[4, 8]",False,True
0,1,7,100,1,30,12,12,0.16085,-0.083,remove,l,2,"[9, 4]","[8, 4]",False,True
1,2,7,100,1,30,12,6,0.16085,0.083,move,ld,5,"[4, 8]","[3, 9]",False,True
0,1,7,100,1,30,13,13,0.06945,-0.05,remove,r,1,"[9, 4]","[10, 4]",False,True
1,2,7,100,1,30,13,8,0.06945,0.25,move,rd,5,"[3, 9]","[4, 10]",False,True
0,1,7,100,1,30,14,7,0.07170000000000001,-0.733,move,d,5,"[9, 4]","[9, 5]",False,True
1,2,7,100,1,30,14,8,0.07170000000000001,-0.583,move,rd,1,"[4, 10]","[5, 11]",False,True
0,1,7,100,1,30,15,10,0.13795,0.0,remove,u,5,"[9, 5]","[9, 4]",False,True
1,2,7,100,1,30,15,15,0.13795,0.35,remove,d,1,"[4, 10]","[4, 11]",False,True
0,1,7,100,1,30,16,2,0.18695,0.417,move,ru,1,"[9, 5]","[10, 4]",False,True
1,2,7,100,1,30,16,7,0.18695,0.017,move,d,1,"[4, 10]","[4, 11]",False,True
0,1,7,100,1,30,17,7,0.10210000000000001,-0.733,move,d,5,"[9, 5]","[9, 6]",False,True
1,2,7,100,1,30,17,12,0.10210000000000001,-0.983,remove,l,5,"[4, 10]","[3, 10]",False,True
0,1,7,100,1,30,18,12,0.18145,-0.333,remove,l,2,"[9, 6]","[8, 6]",False,True
1,2,7,100,1,30,18,8,0.18145,-0.25,move,rd,1,"[4, 10]","[5, 11]",False,True
0,1,7,100,1,30,19,12,0.25494999999999995,0.2,remove,l,2,"[9, 6]","[8, 6]",False,True
1,2,7,100,1,30,19,14,0.25494999999999995,0.183,remove,ld,1,"[4, 10]","[3, 11]",False,True
0,1,7,100,1,30,20,4,0.2217,-0.3,move,z,5,"[9, 6]","[9, 6]",False,True
1,2,7,100,1,30,20,0,0.2217,-0.65,move,lu,5,"[4, 10]","[3, 9]",False,True
0,1,7,100,1,30,21,10,0.17740000000000003,-0.083,remove,u,5,"[9, 6]","[9, 5]",False,True
1,2,7,100,1,30,21,2,0.17740000000000003,-0.667,move,ru,5,"[3, 9]","[4, 8]",False,True
0,1,7,100,1,30,22,13,0.13510000000000003,-0.167,remove,r,1,"[9, 6]","[10, 6]",False,True
1,2,7,100,1,30,22,2,0.13510000000000003,0.583,move,ru,5,"[4, 8]","[5, 7]",False,True
0,1,7,100,1,30,23,6,0.26275,0.183,move,ld,5,"[9, 6]","[8, 7]",False,True
1,2,7,100,1,30,23,14,0.26275,-0.083,remove,ld,5,"[5, 7]","[4, 8]",False,True
0,1,7,100,1,30,24,1,0.23285000000000008,-0.333,move,u,5,"[8, 7]","[8, 6]",False,True
1,2,7,100,1,30,24,11,0.23285000000000008,0.333,remove,ru,2,"[5, 7]","[6, 6]",False,True
0,1,7,100,1,30,25,3,0.17709999999999998,0.083,move,l,5,"[8, 6]","[7, 6]",False,True
1,2,7,100,1,30,25,3,0.17709999999999998,-0.633,move,l,5,"[5, 7]","[4, 7]",False,True
0,1,7,100,1,30,26,1,0.3331,0.333,move,u,5,"[7, 6]","[7, 5]",False,True
1,2,7,100,1,30,26,1,0.3331,-0.5,move,u,5,"[4, 7]","[4, 6]",False,True
0,1,7,100,1,30,27,15,0.18169999999999997,-0.833,remove,d,5,"[7, 5]","[7, 6]",False,True
1,2,7,100,1,30,27,1,0.18169999999999997,0.583,move,u,5,"[4, 6]","[4, 5]",False,True
0,1,7,100,1,30,28,3,0.25735,0.5,move,l,5,"[7, 5]","[6, 5]",False,True
1,2,7,100,1,30,28,12,0.25735,0.417,remove,l,2,"[4, 5]","[3, 5]",False,True
